"ll_gissqft","ll_gisacre","landval","parval","usedesc","city"
302032,6.93355,93750,130860,"None","Dallas"
19868,0.45609,33750,34850,"None","Dallas"
21260,0.48806,33750,35120,"None","Dallas"
42725,0.98081,45000,46150,"None","Dallas"
169766,3.89721,81600,340000,"None","Dallas"
48658,1.11702,93750,412320,"None","Dallas"
66779,1.53301,120000,325030,"None","Dallas"
27497,0.63124,75580,191880,"None","Dallas"
78936,1.81208,167360,336890,"None","Dallas"
42713,0.98054,46880,130500,"None","Dallas"
33306,0.76458,37500,40720,"None","Dallas"
34743,0.79757,57500,299210,"None","Dallas"
87000,1.99721,135000,388290,"None","Dallas"
23746,0.54513,33750,41730,"None","Dallas"
86875,1.99434,135000,450000,"None","Dallas"
64166,1.47301,120000,342890,"None","Dallas"
91212,2.0939,135000,403100,"None","Dallas"
91236,2.09445,135000,356490,"None","Dallas"
39384,0.90412,62500,300170,"None","Dallas"
77510,1.77935,135000,402000,"None","Dallas"
34663,0.79574,90000,270000,"None","Dallas"
41415,0.95074,93750,294180,"None","Dallas"
33613,0.77163,28030,85000,"None","Dallas"
95559,2.19368,135000,386480,"None","Dallas"
54947,1.26139,62500,231920,"None","Dallas"
94534,2.17015,135000,378560,"None","Dallas"
38979,0.89481,62500,322770,"None","Dallas"
32479,0.74561,57500,273750,"None","Dallas"
41010,0.94143,62500,338570,"None","Dallas"
33813,0.77623,57500,263120,"None","Dallas"
87567,2.01022,135000,294900,"None","Dallas"
35981,0.82598,57500,185160,"None","Dallas"
83141,1.90861,135000,358450,"None","Dallas"
97721,2.24332,148500,408540,"None","Dallas"
41813,0.95989,93750,324660,"None","Dallas"
57002,1.30857,132000,326270,"None","Dallas"
6712,0.15408,186580,199320,"None","Dallas"
47513,1.09072,62500,291520,"None","Dallas"
107168,2.46018,135000,427910,"None","Dallas"
44312,1.01725,90000,220780,"None","Dallas"
32010,0.73483,57500,187090,"None","Dallas"
44263,1.01613,18750,169340,"None","Dallas"
32504,0.74618,57500,201540,"None","Dallas"
29491,0.67702,33750,66470,"None","Dallas"
26000,0.59686,33750,40110,"None","Dallas"
25491,0.58518,33750,74200,"None","Dallas"
26595,0.61053,33750,33750,"None","Dallas"
7569,0.17376,186310,197700,"None","Dallas"
56594,1.29918,80000,415270,"None","Dallas"
41147,0.94458,45000,88060,"None","Dallas"
41373,0.94978,45000,80810,"None","Dallas"
45175,1.03705,45000,69080,"None","Dallas"
248627,5.70756,110000,314590,"None","Dallas"
45763,1.05056,33750,34500,"None","Dallas"
42391,0.97315,45000,104440,"None","Dallas"
25635,0.58849,33750,34710,"None","Dallas"
22853,0.52463,33750,35470,"None","Dallas"
23067,0.52953,33750,99070,"None","Dallas"
43752,1.00439,45000,86610,"None","Dallas"
25339,0.58169,33750,35910,"None","Dallas"
23438,0.53804,33750,34250,"None","Dallas"
42444,0.97437,45000,46120,"None","Dallas"
345667,7.93526,180000,211000,"None","Dallas"
351515,8.0695,180000,214730,"None","Dallas"
348673,8.00427,2e+05,399090,"None","Dallas"
348612,8.00285,180000,321770,"None","Dallas"
348614,8.00291,198000,198000,"None","Dallas"
42635,0.97875,60000,220000,"None","Dallas"
363616,8.3473,194750,194750,"None","Dallas"
85507,1.96293,50000,278580,"None","Dallas"
189846,4.35817,75780,75780,"None","Dallas"
58793,1.34967,63750,298050,"None","Dallas"
61216,1.40529,63750,224480,"None","Dallas"
27158,0.62344,55500,238990,"None","Dallas"
43505,0.99872,62500,183140,"None","Dallas"
26484,0.60797,55500,220180,"None","Dallas"
26414,0.60638,55500,162344,"None","Dallas"
29359,0.67398,57500,148120,"None","Dallas"
43033,0.98789,101360,150610,"None","Dallas"
191406,4.39399,1e+05,339110,"None","Dallas"
20321,0.46649,265460,265460,"None","Dallas"
194056,4.45483,82500,304840,"None","Dallas"
46144,1.0593,90000,538031,"None","Dallas"
49371,1.13337,50000,430833,"None","Dallas"
50406,1.15713,90000,451935,"None","Dallas"
64585,1.48265,120000,430000,"None","Dallas"
45532,1.04525,90000,452400,"None","Dallas"
47005,1.07906,93750,432470,"None","Dallas"
45474,1.04391,20630,61060,"None","Dallas"
448792,10.30264,285000,492830,"None","Dallas"
52228,1.19896,62500,185560,"None","Dallas"
74751,1.71601,67500,245090,"None","Dallas"
275244,6.3186,86250,119890,"None","Dallas"
257416,5.90933,115732,575645,"None","Dallas"
47097,1.08117,62500,319980,"None","Dallas"
40726,0.93493,63250,271900,"None","Dallas"
85549,1.96391,90000,362720,"None","Dallas"
81762,1.87696,90000,381740,"None","Dallas"
125779,2.88743,1e+05,345490,"None","Dallas"
315221,7.23633,116880,430040,"None","Dallas"
64823,1.4881,80000,256450,"None","Dallas"
106593,2.44698,90000,261440,"None","Dallas"
445170,10.21949,185120,430745,"None","Dallas"
55393,1.27161,80000,231130,"None","Dallas"
48341,1.10973,54000,348770,"None","Dallas"
97704,2.24294,90000,207460,"None","Dallas"
313273,7.1916,1e+05,349350,"None","Dallas"
173711,3.98778,84000,233450,"None","Dallas"
48826,1.12088,90000,390300,"None","Dallas"
49069,1.12645,93750,400780,"None","Dallas"
45488,1.04425,93750,415160,"None","Dallas"
45038,1.03391,93750,416830,"None","Dallas"
45423,1.04274,93750,366290,"None","Dallas"
51207,1.17553,62500,297660,"None","Dallas"
40238,0.92372,62500,345000,"None","Dallas"
6455,0.14819,43130,100000,"None","Dallas"
19003,0.43624,37130,102300,"None","Dallas"
270711,6.21454,86250,181070,"None","Dallas"
43795,1.00538,45000,48830,"None","Dallas"
66404,1.5244,63750,234950,"None","Dallas"
50214,1.15273,45000,221400,"None","Dallas"
32478,0.74558,33750,62330,"None","Dallas"
23952,0.54985,33750,90070,"None","Dallas"
214376,4.9213,75000,443800,"None","Dallas"
34642,0.79524,33750,93110,"None","Dallas"
25879,0.59409,33750,33750,"None","Dallas"
43919,1.00822,45000,201000,"None","Dallas"
31415,0.72118,33750,144190,"None","Dallas"
27179,0.62392,33750,121760,"None","Dallas"
27965,0.64198,33750,65870,"None","Dallas"
21908,0.50293,33750,65400,"None","Dallas"
46403,1.06525,40500,42100,"None","Dallas"
27444,0.63002,33750,33750,"None","Dallas"
169546,3.89217,75000,202900,"None","Dallas"
26513,0.60864,33750,59470,"None","Dallas"
22343,0.51291,33750,144670,"None","Dallas"
33915,0.77857,33750,33750,"None","Dallas"
25975,0.59629,33750,48890,"None","Dallas"
22639,0.5197,33750,85470,"None","Dallas"
24026,0.55155,33750,34450,"None","Dallas"
213384,4.89853,1e+05,333750,"None","Dallas"
178570,4.09932,1e+05,285790,"None","Dallas"
24278,0.55732,33750,35350,"None","Dallas"
192311,4.41476,1e+05,295790,"None","Dallas"
28339,0.65056,33750,121270,"None","Dallas"
197446,4.53263,1e+05,278000,"None","Dallas"
30693,0.70459,37500,157150,"None","Dallas"
47451,1.0893,38250,45390,"None","Dallas"
219050,5.02858,110000,311000,"None","Dallas"
44181,1.01424,45000,93400,"None","Dallas"
20861,0.47889,33750,105430,"None","Dallas"
23154,0.53154,33750,33750,"None","Dallas"
78300,1.79748,22500,49600,"None","Dallas"
41494,0.95254,45000,45940,"None","Dallas"
81558,1.87228,64130,92850,"None","Dallas"
24935,0.57241,33750,387630,"None","Dallas"
8582,0.19701,30000,201680,"Residential","Dallas"
12695,0.29143,22000,22000,"Residential","Dallas"
350429,8.04457,140530,140530,"Commercial","Dallas"
26414,0.60637,27140,27140,"Commercial","Dallas"
9812,0.22524,22000,138130,"Residential","Dallas"
22424,0.51478,37500,95480,"Residential","Dallas"
8892,0.20414,20000,102910,"Residential","Dallas"
6390,0.1467,22000,135560,"Residential","Dallas"
52525,1.20577,152040,152040,"Commercial","Dallas"
6590,0.15129,24000,111610,"Residential","Dallas"
78737,1.80752,9910,9910,"Commercial","Dallas"
5209,0.11958,30000,165000,"Residential","Dallas"
9083,0.20851,26250,95500,"Residential","Dallas"
3053,0.07009,7320,7320,"Residential","Dallas"
7012,0.16098,42000,42000,"Commercial","Dallas"
7275,0.16702,12000,12000,"Residential","Dallas"
5220,0.11983,17960,94890,"Residential","Dallas"
5462,0.12538,16500,65370,"Residential","Dallas"
7506,0.17231,35000,76860,"Residential","Dallas"
6750,0.15495,30000,148390,"Residential","Dallas"
4685,0.10755,20000,60080,"Residential","Dallas"
3949,0.09065,30000,30000,"Residential","Dallas"
7682,0.17636,12000,12000,"Residential","Dallas"
7013,0.161,23100,74900,"Residential","Dallas"
2265,0.05199,27740,27740,"Commercial","Dallas"
2289,0.05254,9000,9000,"Residential","Dallas"
20633,0.47365,270500,270500,"Commercial","Dallas"
2867,0.0658,12500,12500,"Residential","Dallas"
9189,0.21094,46800,225920,"Residential","Dallas"
5597,0.12848,17250,17250,"Residential","Dallas"
6403,0.147,20000,68790,"Residential","Dallas"
4740,0.1088,17000,96940,"Residential","Dallas"
49255,1.13072,272650,321160,"Commercial","Dallas"
234011,5.37205,5370,5370,"Commercial","Dallas"
8893,0.20414,43880,43880,"Commercial","Dallas"
246170,5.65118,5650,5650,"Commercial","Dallas"
4831855,110.92182,130050,130050,"Commercial","Dallas"
4650,0.10675,110,110,"Commercial","Dallas"
626,0.01438,72700,72700,"None","Philadelphia"
967,0.02219,70300,351500,"None","Philadelphia"
3160,0.07253,28939,144800,"None","Philadelphia"
721,0.01655,42000,254800,"None","Philadelphia"
354,0.00813,113500,113500,"None","Philadelphia"
2047,0.047,58600,293000,"None","Philadelphia"
280,0.00643,55400,55400,"None","Philadelphia"
983,0.02257,56120,280600,"None","Philadelphia"
880,0.0202,90700,453700,"None","Philadelphia"
1094,0.02511,103060,515300,"None","Philadelphia"
640,0.01469,21300,21300,"None","Philadelphia"
527,0.01211,36500,46200,"None","Philadelphia"
465,0.01067,30260,151300,"None","Philadelphia"
1098,0.02521,36500,82100,"None","Philadelphia"
833,0.01913,41420,207100,"None","Philadelphia"
881,0.02022,8900,44600,"None","Philadelphia"
577,0.01323,36500,53100,"None","Philadelphia"
790,0.01814,36500,53700,"None","Philadelphia"
1388,0.03185,4740,23700,"None","Philadelphia"
660,0.01516,14700,14700,"None","Philadelphia"
772,0.01773,21300,21300,"None","Philadelphia"
733,0.01683,15700,15700,"None","Philadelphia"
844,0.01938,10300,10300,"None","Philadelphia"
873,0.02003,13100,65900,"None","Philadelphia"
644,0.01478,36500,22400,"None","Philadelphia"
1603,0.0368,36500,7600,"None","Philadelphia"
977,0.02243,36500,29400,"None","Philadelphia"
474,0.01089,16600,16600,"None","Philadelphia"
775,0.01779,32660,163300,"None","Philadelphia"
1482,0.03402,38160,190800,"None","Philadelphia"
967,0.0222,36500,29300,"None","Philadelphia"
1044,0.02396,50000,50000,"None","Philadelphia"
1012,0.02323,15100,75800,"None","Philadelphia"
711,0.01633,30760,153800,"None","Philadelphia"
993,0.02279,33300,166900,"None","Philadelphia"
1464,0.0336,70200,70200,"None","Philadelphia"
653,0.01499,27900,139800,"None","Philadelphia"
791,0.01815,16300,16300,"None","Philadelphia"
1204,0.02764,15260,76300,"None","Philadelphia"
751,0.01724,36500,16100,"None","Philadelphia"
639,0.01466,7680,38400,"None","Philadelphia"
732,0.0168,12460,62300,"None","Philadelphia"
968,0.02223,15620,78100,"None","Philadelphia"
1020,0.02341,36500,68700,"None","Philadelphia"
768,0.01764,36500,78200,"None","Philadelphia"
938,0.02153,12900,64500,"None","Philadelphia"
944,0.02168,20500,20500,"None","Philadelphia"
1184,0.02718,18800,18800,"None","Philadelphia"
1263,0.029,36500,71700,"None","Philadelphia"
935,0.02147,13000,13000,"None","Philadelphia"
1630,0.03742,24000,24000,"None","Philadelphia"
1912,0.04389,18560,92800,"None","Philadelphia"
991,0.02275,36500,64500,"None","Philadelphia"
749,0.01719,23100,23100,"None","Philadelphia"
798,0.01833,16300,16300,"None","Philadelphia"
931,0.02138,3860,19300,"None","Philadelphia"
935,0.02147,36500,51300,"None","Philadelphia"
1175,0.02696,30300,30300,"None","Philadelphia"
728,0.01671,16000,16000,"None","Philadelphia"
949,0.02179,36500,62700,"None","Philadelphia"
857,0.01968,9640,48200,"None","Philadelphia"
1076,0.02471,22800,22800,"None","Philadelphia"
910,0.0209,4140,20700,"None","Philadelphia"
1026,0.02355,21500,21500,"None","Philadelphia"
579,0.01328,6600,6600,"None","Philadelphia"
1345,0.03087,22900,22900,"None","Philadelphia"
1325,0.03041,4500,4500,"None","Philadelphia"
954,0.02189,36500,24100,"None","Philadelphia"
1238,0.02842,19000,99000,"None","Philadelphia"
553,0.0127,5120,25600,"None","Philadelphia"
1036,0.02379,5120,25600,"None","Philadelphia"
649,0.0149,14300,14300,"None","Philadelphia"
820,0.01881,12580,62900,"None","Philadelphia"
1620,0.03719,37600,37600,"None","Philadelphia"
639,0.01467,36500,29800,"None","Philadelphia"
756,0.01735,36500,15600,"None","Philadelphia"
769,0.01766,15540,77700,"None","Philadelphia"
1220,0.028,39640,198200,"None","Philadelphia"
797,0.0183,36500,18100,"None","Philadelphia"
678,0.01557,21800,21800,"None","Philadelphia"
942,0.02163,31700,31700,"None","Philadelphia"
683,0.01568,7480,37400,"None","Philadelphia"
840,0.01929,18700,18700,"None","Philadelphia"
832,0.0191,36500,18800,"None","Philadelphia"
997,0.02289,19000,19000,"None","Philadelphia"
871,0.01998,17400,17400,"None","Philadelphia"
690,0.01584,7480,37400,"None","Philadelphia"
644,0.01478,7680,38400,"None","Philadelphia"
1284,0.02948,36500,29300,"None","Philadelphia"
945,0.02169,21000,21000,"None","Philadelphia"
1078,0.02475,30720,153600,"None","Philadelphia"
707,0.01624,3820,19100,"None","Philadelphia"
691,0.01586,11620,58100,"None","Philadelphia"
807,0.01854,36500,70400,"None","Philadelphia"
1238,0.02842,16840,84200,"None","Philadelphia"
1203,0.02762,27040,135200,"None","Philadelphia"
897,0.0206,22800,114200,"None","Philadelphia"
937,0.0215,14300,71800,"None","Philadelphia"
956,0.02195,14300,71500,"None","Philadelphia"
997,0.02288,16500,16500,"None","Philadelphia"
1364,0.03132,26840,134200,"None","Philadelphia"
706,0.01622,40620,203100,"None","Philadelphia"
899,0.02063,73800,73800,"None","Philadelphia"
794,0.01823,41480,207400,"None","Philadelphia"
662,0.0152,40940,204700,"None","Philadelphia"
2873,0.06596,557595,787090,"Residential Single","Socal"
49605,1.13875,6832659,11668080,"Commercial Store Combination","Socal"
6369,0.1462,595587,744480,"Residential Single","Socal"
5903,0.1355,1794690,2564586,"Residential Single","Socal"
144324,3.31316,722775,722775,"Commercial Office Buildings","Socal"
155966,3.58042,158356,295530,"Residential Single","Socal"
7197,0.16522,437457,913192,"Residential Single","Socal"
155966,3.58042,339784,501978,"Residential Single","Socal"
155966,3.58042,321267,494171,"Residential Single","Socal"
155966,3.58042,265526,418366,"Residential Single","Socal"
155966,3.58042,216247,334996,"Residential Single","Socal"
155966,3.58042,244859,426681,"Residential Single","Socal"
155966,3.58042,351198,528530,"Residential Single","Socal"
155966,3.58042,248181,401021,"Residential Single","Socal"
155966,3.58042,363619,509795,"Residential Single","Socal"
155966,3.58042,308327,485247,"Residential Single","Socal"
155966,3.58042,332622,478380,"Residential Single","Socal"
155966,3.58042,226711,371836,"Residential Single","Socal"
155966,3.58042,274813,457442,"Residential Single","Socal"
155966,3.58042,215511,538779,"Residential Single","Socal"
130501,2.99583,6188799,9035641,"Industrial Warehousing","Socal"
88094,2.02231,725562,2291900,"Industrial Warehousing","Socal"
11613,0.26659,1178258,2093764,"Industrial Warehousing","Socal"
120166,2.75857,4864218,10439580,"Industrial Warehousing","Socal"
14105,0.3238,1217949,2635178,"Industrial Warehousing","Socal"
12480,0.28649,1094594,1780990,"Industrial Warehousing","Socal"
13001,0.29845,1039043,2597614,"Industrial Warehousing","Socal"
2932010,67.3083,36030453,92178335,"Industrial Warehousing","Socal"
15603,0.35819,1087222,3027800,"Industrial Warehousing","Socal"
15609,0.35833,1007873,2373234,"Industrial Warehousing","Socal"
10753,0.24685,306739,871804,"Industrial Warehousing","Socal"
26106,0.59931,1609084,2298679,"Industrial Warehousing","Socal"
47292,1.08565,780951,2186693,"Industrial Warehousing","Socal"
185057,4.24823,1095130,3458703,"Industrial Warehousing","Socal"
12677,0.29101,589784,1055488,"Industrial Warehousing","Socal"
14970,0.34366,796478,1530377,"Industrial Warehousing","Socal"
3540,0.08127,183114,508353,"Industrial Warehousing","Socal"
338896,7.77982,10865547,21094855,"Industrial Warehousing","Socal"
107867,2.47623,6969312,12115881,"Industrial Warehousing","Socal"
34910,0.8014,3752706,6701260,"Industrial Warehousing","Socal"
25283,0.58041,626178,1410308,"Industrial Warehousing","Socal"
104522,2.39944,6307071,10722020,"Industrial Warehousing","Socal"
20409,0.46851,1402573,2337619,"Industrial Warehousing","Socal"
14390,0.33034,509610,1011866,"Industrial Warehousing","Socal"
45408,1.0424,863092,2152166,"Industrial Warehousing","Socal"
58097,1.3337,1694548,3070463,"Industrial Warehousing","Socal"
44734,1.02692,253672,824472,"Industrial Warehousing","Socal"
21769,0.49973,2652000,3972900,"Industrial Warehousing","Socal"
36316,0.83367,2274042,3888256,"Industrial Warehousing","Socal"
45022,1.03354,2673896,4949552,"Industrial Warehousing","Socal"
89990,2.06584,5781481,8409427,"Industrial Warehousing","Socal"
58652,1.34644,913488,3779459,"Industrial Warehousing","Socal"
52430,1.2036,3904316,8477941,"Industrial Warehousing","Socal"
204905,4.70387,13135215,21892021,"Industrial Warehousing","Socal"
33088,0.75958,3570000,5304000,"Industrial Warehousing","Socal"
98996,2.27258,3523299,5833659,"Industrial Warehousing","Socal"
21077,0.48385,1271712,1782764,"Industrial Warehousing","Socal"
63937,1.46777,2733168,4329332,"Industrial Warehousing","Socal"
69093,1.58613,5826240,11080260,"Industrial Warehousing","Socal"
28352,0.65085,673140,1428466,"Industrial Warehousing","Socal"
42319,0.9715,4080000,6050130,"Industrial Warehousing","Socal"
57939,1.33007,905948,3302031,"Industrial Warehousing","Socal"
64757,1.48658,13155,198750,"Industrial Warehousing","Socal"
64757,1.48658,159663,284198,"Industrial Warehousing","Socal"
89420,2.05276,1883560,3190928,"Industrial Warehousing","Socal"
64757,1.48658,73855,258506,"Industrial Warehousing","Socal"
23004,0.52808,840942,1208853,"Industrial Warehousing","Socal"
181856,4.17475,4259823,13089710,"Industrial Warehousing","Socal"
28549,0.65538,798067,1603814,"Industrial Warehousing","Socal"
274687,6.30581,20808000,35893800,"Industrial Warehousing","Socal"
198990,4.56808,6683903,12389974,"Industrial Warehousing","Socal"
6897,0.15834,584984,833116,"Industrial Warehousing","Socal"
341546,7.84065,18406063,18963822,"Industrial Warehousing","Socal"
94987,2.18056,2442294,6060301,"Industrial Warehousing","Socal"
13248,0.30412,459579,1062310,"Industrial Warehousing","Socal"
56103,1.28793,4889880,8422038,"Industrial Warehousing","Socal"
99324,2.28011,2614105,6060299,"Industrial Warehousing","Socal"
415770,9.54458,9602508,16034294,"Industrial Warehousing","Socal"
160681,3.68866,6815726,9972959,"Industrial Warehousing","Socal"
162747,3.73608,2512479,5391237,"Industrial Warehousing","Socal"
20414,0.46864,1108281,1667122,"Industrial Warehousing","Socal"
52576,1.20695,3641400,6138360,"Industrial Warehousing","Socal"
219417,5.03701,5453996,12297679,"Industrial Warehousing","Socal"
64476,1.48012,2595047,4637348,"Industrial Warehousing","Socal"
78736,1.8075,1988620,4407485,"Industrial Warehousing","Socal"
22524,0.51706,1089442,1485422,"Industrial Warehousing","Socal"
143323,3.29019,10511785,19078889,"Industrial Warehousing","Socal"
85935,1.97276,2118546,4958421,"Industrial Warehousing","Socal"
64757,1.48658,42586,149070,"Industrial Warehousing","Socal"
79582,1.82691,2835039,4849672,"Industrial Warehousing","Socal"
50782,1.16578,1366690,2674809,"Industrial Warehousing","Socal"
41110,0.94373,3153535,5616445,"Industrial Warehousing","Socal"
64757,1.48658,50631,220522,"Industrial Warehousing","Socal"
30305,0.69569,1751363,3067674,"Industrial Warehousing","Socal"
28518,0.65466,1032659,2084148,"Industrial Warehousing","Socal"
13003,0.2985,1045500,1861500,"Industrial Warehousing","Socal"
243309,5.58549,11983435,22600337,"Industrial Warehousing","Socal"
30158,0.69232,712590,1595503,"Industrial Warehousing","Socal"
14263,0.32743,1456560,2262870,"Industrial Warehousing","Socal"
94676,2.17341,7358249,13717878,"Industrial Warehousing","Socal"
18682,0.42886,1664640,2809080,"Industrial Warehousing","Socal"
23281,0.53445,1414008,2676515,"Industrial Warehousing","Socal"
18083,0.41512,1388758,2083135,"Industrial Warehousing","Socal"
